"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase Flow page saucedemo","Saucedemo Purchase flow test","SUCCESS","2023-05-15T11:08:15.2514963-05:00[America/Guayaquil]","0.0","18.76"
