"Story","Title","Result","Date","Stability","Duration (s)"
"Purchase Flow page saucedemo","Saucedemo Purchase flow by opening product detail test","SUCCESS","2023-05-15T11:08:34.0275023-05:00[America/Guayaquil]","0.0","16.58"
